,observation,fips,year,price,pop,pop16,cpi,ndi,sales,pimin,state,adjusted_price,adjusted_min_price,adjusted_ndi,ndi_by_100
1291,1292,49,1964,28.0,1823.0,1260.4,31.0,1721.5317383,109.0,25.0,UT,2.16987354839,1.93738709677,13341.0935059,133.410935059
1292,1293,49,1965,28.2,1815.0,1264.3,31.5,1855.0382813,110.5,24.5,UT,2.15068419048,1.86850222222,14147.523065,141.47523065
1293,1294,49,1966,28.4,1815.0,1275.8,32.4,1962.4458008,111.2,24.7,UT,2.10577234568,1.83142876543,14550.9299198,145.509299198
1294,1295,49,1967,29.5,1807.0,1280.6,33.4,2097.9599609,113.6,25.0,UT,2.12184491018,1.79817365269,15089.9853044,150.899853044
1295,1296,49,1968,31.3,1819.0,1301.8,34.8,2202.3560547,119.8,26.3,UT,2.16074333333,1.81557666667,15203.5979643,152.035979643
1296,1297,49,1969,32.1,1819.0,1310.4,36.7,2358.9501953,112.1,27.0,UT,2.10124675749,1.76740381471,15441.54657,154.4154657
1297,1298,49,1970,33.7,1744.0,1255.6,38.8,2659.0889648,114.5,28.3,UT,2.08658587629,1.75223680412,16464.1468182,164.641468182
1298,1299,49,1971,41.6,1761.0,1277.7,40.5,2868.8849609,111.5,30.1,UT,2.46760928395,1.78545767901,17017.5172214,170.175172214
1299,1300,49,1972,41.3,1781.0,1300.8,41.8,3118.8333008,117.5,29.9,UT,2.37362363636,1.71843454545,17924.7855706,179.247855706
1300,1301,49,1973,39.9,1782.0,1310.4,44.4,3424.9949219,116.6,30.1,UT,2.15887756757,1.62862693694,18531.6909923,185.316909923
1301,1302,49,1974,42.0,1784.0,1320.0,49.3,3815.4764648,119.9,31.3,UT,2.04663529412,1.52523058824,18592.5923732,185.925923732
1302,1303,49,1975,45.2,1803.0,1340.2,53.8,4251.1293945,,33.3,UT,2.01833962825,1.48696260223,18982.7940747,189.827940747
1303,1304,49,1976,48.4,1833.0,1369.1,56.9,4646.6299805,129.7,36.0,UT,2.04348372583,1.51994657293,19618.4147627,196.184147627
1304,1305,49,1977,48.9,1853.0,1389.2,60.6,5074.2524414,133.9,36.9,UT,1.9385380198,1.46282316832,20115.810388,201.15810388
1305,1306,49,1978,53.9,1861.0,1399.8,65.2,5525.9663086,131.6,41.4,UT,1.98600006135,1.52542490798,20360.982241,203.60982241
1306,1307,49,1979,62.4,1878.0,1416.2,72.6,6080.0686523,122.1,43.4,UT,2.06483834711,1.4361215427,20119.164914,201.19164914
1307,1308,49,1980,64.3,1950.0,1467.1,82.4,6593.0148437,122.3,46.3,UT,1.87465713592,1.34986975728,19221.838762,192.21838762
1308,1309,49,1981,66.2,1952.0,1471.9,90.9,7108.9724609,120.5,49.4,UT,1.74957350935,1.3055729813,18788.0209914,187.880209914
1309,1310,49,1982,75.1,1948.0,1473.8,96.5,7632.9605469,119.8,56.3,UT,1.86960866321,1.40158412435,19002.195958,190.02195958
1310,1311,49,1983,88.2,1965.0,1490.2,99.6,7830.7108398,115.7,66.4,UT,2.12739108434,1.60157333333,18887.7374429,188.877374429
1311,1312,49,1984,97.2,1952.0,1487.3,103.9,8338.6379883,111.9,75.4,UT,2.24744361886,1.74338733397,19280.4719515,192.804719515
1312,1313,49,1985,103.2,1936.0,1484.4,107.6,8780.3137695,109.1,79.3,UT,2.30412223048,1.77051252788,19603.6009176,196.036009176
1313,1314,49,1986,104.1,1917.0,1477.7,109.6,9173.8067383,112.1,85.4,UT,2.28180361314,1.87191189781,20108.3817115,201.083817115
1314,1315,49,1987,112.8,1897.0,1470.0,113.6,9599.421582,107.5,90.5,UT,2.38544197183,1.91385193662,20300.4105913,203.004105913
1315,1316,49,1988,122.2,1876.0,1460.0,118.3,10279.0,109.1,94.4,UT,2.48155868132,1.917014235,20873.929366,208.73929366
1316,1317,49,1989,131.2,1857.0,1452.0,124.0,10901.0,104.0,103.8,UT,2.54185187097,2.01100780645,21119.4567419,211.194567419
1317,1318,49,1990,142.9,1842.6,1440.8,130.7,11946.0,104.1,115.6,UT,2.62660477429,2.12481114002,21957.6071614,219.576071614
1318,1319,49,1991,144.1,1850.8,1454.1,136.2,12381.0,100.1,120.5,UT,2.54170393539,2.12543597651,21838.1932159,218.381932159
1319,1320,49,1992,158.2,1862.1,1465.4,140.3,13526.0,98.0,135.8,UT,2.70886209551,2.32530640057,23160.5996864,231.605996864
1320,1321,50,1963,27.6,4059.0,2702.5,30.6,2146.2878788,110.4,25.4,VT,2.1668345098,1.99411581699,16850.1834919,168.501834919
1321,1322,50,1964,29.5,4100.0,2735.1,31.0,2307.5212121,106.2,25.6,VT,2.28611677419,1.9838843871,17882.2472874,178.822472874
1322,1323,50,1965,29.8,4140.0,2773.5,31.5,2456.1909091,109.4,26.2,VT,2.2727088254,1.99815339683,18732.2374361,187.322374361
1323,1324,50,1966,32.1,4178.0,2812.8,32.4,2633.1287879,106.3,30.0,VT,2.38011592593,2.22440740741,19523.8372682,195.238372682
1324,1325,50,1967,32.8,4194.0,2841.6,33.4,2726.3090909,108.3,30.1,VT,2.35920383234,2.16500107784,19609.5087054,196.095087054
1325,1326,50,1968,33.6,4211.0,2878.0,34.8,2939.8909091,111.4,32.7,VT,2.31952,2.25739,20295.0469092,202.950469092
1326,1327,50,1969,33.6,4233.0,2898.1,36.7,3109.5,111.5,32.8,VT,2.19943585831,2.14706833787,20354.6005995,203.546005995
1327,1328,50,1970,38.5,4417.0,3059.2,38.8,,106.4,37.7,VT,2.38378505155,2.33425185567,,
1328,1329,50,1971,40.2,4466.0,3129.2,40.5,3582.730303,105.4,38.5,VT,2.38456474074,2.28372493827,21251.8715326,212.518715326
1329,1330,50,1972,40.3,4510.0,3197.2,41.8,3814.1106061,108.8,41.9,VT,2.31615090909,2.40810727273,21920.7338652,219.207338652
1330,1331,50,1973,42.6,4537.0,3253.8,44.4,4269.5424242,109.5,41.0,VT,2.30496702703,2.2183954955,23101.3016626,231.013016626
1331,1332,50,1974,43.9,4563.0,3310.4,49.3,4634.9348485,111.8,41.9,VT,2.13922117647,2.04176235294,22585.7648735,225.857648735
1332,1333,50,1975,46.6,4601.0,3377.5,53.8,5039.0651515,113.5,45.2,VT,2.08085457249,2.01833962825,22501.2054969,225.012054969
1333,1334,50,1976,51.3,4623.0,3430.2,56.9,5487.1681818,115.4,47.8,VT,2.16592386643,2.01815128295,23167.2290918,231.672290918
1334,1335,50,1977,52.1,4658.0,3489.6,60.6,6063.0015152,117.2,49.4,VT,2.06539531353,1.95835947195,24035.498878,240.35498878
1335,1336,50,1978,57.1,4683.0,3537.6,65.2,6728.8742424,116.7,54.6,VT,2.10390730061,2.01179226994,24793.2182898,247.932182898
1336,1337,50,1979,58.7,4720.0,3590.3,72.6,7622.9863636,117.1,56.4,VT,1.94240402204,1.86629619835,25224.7348767,252.247348767
1337,1338,50,1980,61.2,4705.0,3551.0,82.4,8173.6924242,117.6,58.8,VT,1.78427708738,1.71430543689,23830.2812284,238.302812284
1338,1339,50,1981,64.9,4742.0,3592.2,90.9,8663.6742424,119.9,61.4,VT,1.71521632563,1.62271621562,22896.8805863,228.968805863
1339,1340,50,1982,75.0,4765.0,3617.1,96.5,9196.5818182,115.6,69.6,VT,1.86711917098,1.73268659067,22894.8189604,228.948189604
1340,1341,50,1983,92.0,4751.0,3616.2,99.6,9815.3409091,106.3,80.8,VT,2.21904738956,1.94890248996,23674.6811108,236.746811108
1341,1342,50,1984,100.8,4766.0,3639.2,103.9,10641.4,105.6,89.6,VT,2.33068227141,2.07171757459,24604.883257,246.04883257
1342,1343,50,1985,106.8,4775.0,3657.4,107.6,11228.75,107.0,96.7,VT,2.38449858736,2.15899825279,25070.1671468,250.701671468
1343,1344,50,1986,110.8,4783.0,3670.8,109.6,11763.751515,105.4,104.8,VT,2.42866321168,2.29714715328,25785.3705197,257.853705197
1344,1345,50,1987,116.3,4807.0,3690.0,113.6,12336.443939,106.0,116.2,VT,2.45945834507,2.45734359155,26088.5382582,260.885382582
1345,1346,50,1988,128.6,4855.0,3728.0,118.3,13129.0,102.6,124.1,VT,2.6115257481,2.52014265427,26661.5253085,266.615253085
1346,1347,50,1989,138.3,4867.0,3745.0,124.0,13933.0,100.3,132.7,VT,2.67940635484,2.57091267742,26993.6144194,269.936144194
1347,1348,50,1990,151.1,4902.1,3772.0,130.7,14958.0,94.1,147.3,VT,2.77732667177,2.70747993879,27493.8797858,274.938797858
1348,1349,50,1991,158.6,4965.2,3817.4,136.2,15438.0,95.5,154.4,VT,2.79746179148,2.72338020558,27230.2743612,272.302743612
1349,1350,50,1992,176.5,5017.3,3853.8,140.3,16351.0,96.2,178.5,VT,3.02221339986,3.05645944405,27997.8534284,279.978534284
1350,1351,51,1963,26.2,335.0,221.9,30.6,2212.8687965,125.6,24.9,VA,2.05692261438,1.95486156863,17372.9002678,173.729002678
1351,1352,51,1964,26.2,338.0,224.8,31.0,2323.4089278,134.0,27.5,VA,2.03038167742,2.13112580645,18005.369909,180.05369909
1352,1353,51,1965,26.1,330.0,220.0,31.5,2468.0408753,137.6,27.6,VA,1.99052685714,2.10492495238,18822.6116736,188.226116736
1353,1354,51,1966,26.5,320.0,215.2,32.4,2593.0442013,133.3,29.6,VA,1.96489320988,2.19474864198,19226.6224304,192.266224304
1354,1355,51,1967,27.4,319.0,216.1,33.4,2775.9003063,137.4,30.1,VA,1.97079832335,2.16500107784,19966.2031732,199.662031732
1355,1356,51,1968,32.5,322.0,221.9,34.8,2921.5653392,136.5,32.0,VA,2.24358333333,2.20906666667,20168.5393916,201.685393916
1356,1357,51,1969,32.6,320.0,228.7,36.7,3066.1972867,135.7,31.9,VA,2.13397645777,2.08815487738,20071.143634,200.71143634
1357,1358,51,1970,34.1,332.0,231.6,38.8,3269.7150985,132.2,33.8,VA,2.11135247423,2.09277752577,20244.9298042,202.449298042
1358,1359,51,1971,34.4,339.0,240.3,40.5,3514.5563239,131.7,33.6,VA,2.04052306173,1.99306903704,20847.4803217,208.474803217
1359,1360,51,1972,34.4,345.0,247.0,41.8,3975.3123851,140.0,33.7,VA,1.97706181818,1.93683090909,22847.2044533,228.472044533
1360,1361,51,1973,34.4,351.0,253.8,44.4,4505.2851641,141.2,36.3,VA,1.86128792793,1.96409162162,24376.8397902,243.768397902
1361,1362,51,1974,35.8,362.0,263.4,49.3,4980.5044201,145.8,37.8,VA,1.74451294118,1.84197176471,24269.7050683,242.697050683
1362,1363,51,1975,38.6,377.0,276.0,53.8,5455.7236761,160.7,40.3,VA,1.7236263197,1.79953732342,24361.7329563,243.617329563
1363,1364,51,1976,42.6,392.0,288.5,56.9,5985.6964551,161.5,42.5,VA,1.79860344464,1.79438137083,25272.0522599,252.720522599
1364,1365,51,1977,43.4,407.0,300.1,60.6,6640.6725602,160.4,44.7,VA,1.7205020462,1.77203782178,26325.5546728,263.255546728
1365,1366,51,1978,49.8,425.0,314.5,65.2,7609.7066083,160.3,49.5,VA,1.83493141104,1.82387760736,28038.734306,280.38734306
1366,1367,51,1979,51.7,450.0,332.9,72.6,8482.6637199,168.6,53.7,VA,1.71077151515,1.7769522314,28069.438036,280.69438036
1367,1368,51,1980,55.3,470.0,343.5,82.4,9402.1096718,158.1,56.4,VA,1.6122634466,1.64433378641,27411.7138242,274.117138242
1368,1369,51,1981,55.9,492.0,358.0,90.9,10046.754923,163.1,59.2,VA,1.47735889989,1.56457328933,26552.1695895,265.521695895
1369,1370,51,1982,64.3,502.0,364.7,96.5,10180.022932,157.7,65.7,VA,1.60074350259,1.63559639378,25343.0879699,253.430879699
1370,1371,51,1983,71.0,514.0,371.5,99.6,9855.6341357,141.2,76.5,VA,1.71252570281,1.84518614458,23771.868697,237.71868697
1371,1372,51,1984,81.7,511.0,370.5,103.9,10382.507659,128.9,88.5,VA,1.88905497594,2.04628354187,24006.2763231,240.062763231
1372,1373,51,1985,87.4,510.0,369.5,107.6,10839.131379,125.7,92.3,VA,1.95135933086,2.06076048327,24200.2747766,242.002747766
1373,1374,51,1986,97.8,507.0,368.6,109.6,11089.138031,124.8,99.9,VA,2.14371175182,2.18974237226,24306.6620804,243.066620804
1374,1375,51,1987,102.7,490.0,357.0,113.6,11113.932079,110.4,106.2,VA,2.1718518662,2.24586823944,23503.2269976,235.032269976
1375,1376,51,1988,112.9,479.0,353.0,118.3,11803.0,114.3,115.3,VA,2.2927002874,2.34143793745,23968.7701437,239.687701437
1376,1377,51,1989,118.6,475.0,352.0,124.0,12399.0,111.4,123.0,VA,2.29774109677,2.38298612903,24021.6626129,240.216626129
1377,1378,51,1990,129.5,470.9,348.9,130.7,13871.0,96.9,138.9,VA,2.38030313695,2.55308189748,25495.8956083,254.958956083
1378,1379,51,1991,127.0,477.1,355.2,136.2,14675.0,109.1,143.6,VA,2.24008604993,2.53288469897,25884.458884,258.84458884
1379,1380,51,1992,155.1,483.3,360.5,140.3,15607.0,110.8,160.0,VA,2.65578072701,2.73968353528,26723.9005845,267.239005845
